gen,idx,w_pnl,w_sharpe,w_mdd,fitness,eval_pnl,eval_sharpe,eval_drawdown,eval_ret_mean
6,9,1.6414,0.8974,0.2394,49.4126,2.7680,50.0000,0.0000,-4.7233
6,10,0.0000,1.8090,1.1489,-28.7170,-3.0336,-15.8744,0.0000,-2.1387
6,11,1.9236,0.8940,0.0000,55.5217,5.6262,50.0000,0.0000,-3.0817
6,12,1.9484,0.8339,0.4714,-6.3768,-1.1914,-4.8631,0.0000,-2.2069
6,13,1.7534,0.7165,0.5883,-20.3920,-4.5179,-15.2400,2.6345,-2.7321
6,14,0.6155,0.5976,0.4097,-4.6244,-1.4337,-6.2617,0.0000,-4.0676
6,15,1.5711,0.9105,0.8489,10.9817,2.6810,18.5015,11.8682,-3.8409
6,16,0.3480,1.8275,1.1754,91.8342,5.0878,50.0000,1.1138,-1.9722
6,17,0.7855,1.5146,0.6446,79.4313,4.7090,50.0000,0.0000,-1.3296
6,18,1.8059,0.6494,1.2019,32.2938,0.3056,50.0000,0.6058,-2.3080
6,19,1.9632,0.5207,0.5243,33.3865,3.7439,50.0000,0.0000,-3.7891
6,20,0.7574,1.4305,1.0766,-29.7743,-6.2142,-15.5238,2.6567,-2.2764
6,21,0.7468,1.3759,1.9091,-27.0028,-4.0794,-15.6953,1.2364,-2.9481
6,22,0.3655,1.5579,1.0896,103.3443,3.3413,71.6904,8.7752,-3.6532
6,23,0.3659,1.4376,1.5712,-20.4828,-6.2906,-12.6466,0.0000,-2.5741
6,24,0.0030,1.1446,1.0212,57.2447,5.5148,50.0000,0.0000,-2.3668
6,25,0.8534,1.2589,1.3692,-17.5362,-1.2441,-9.1591,3.6107,-2.2658
6,26,2.0000,0.7194,0.3057,-21.3933,-4.9873,-15.8715,0.0000,-2.4333
6,27,1.4803,1.1460,0.5224,-22.6638,-3.0227,-15.8720,0.0000,-3.6346
6,28,0.4342,1.7964,1.2030,-35.2049,-6.1919,-14.6673,5.1266,-2.2368
6,29,0.6188,0.5358,0.5215,28.3015,2.4445,50.0000,0.0000,-3.2798
6,30,0.2494,1.2450,0.8166,-21.2902,-3.1917,-15.1857,1.9443,-3.6802
6,31,1.5911,1.3662,1.1771,-26.9626,-2.6548,-7.4707,10.6462,-2.7803
6,32,0.0000,1.7956,0.9046,-28.9065,-4.4631,-8.0416,15.9933,-5.7040
6,33,0.2815,0.7374,0.6001,29.8577,3.8674,48.2365,11.3346,-1.8720
6,34,1.4198,1.4818,1.1853,31.8274,1.9288,25.4388,7.2621,-2.1943
6,35,0.4408,0.6439,0.1844,-10.9253,-1.6865,-15.6485,0.5753,-3.0950
6,36,0.5511,1.6995,0.3303,88.7108,6.7812,50.0000,0.0000,-0.5643
6,37,1.7576,0.8607,0.0844,-12.3756,-2.0981,-10.0939,0.0000,-2.2874
6,38,1.8055,0.8925,0.1596,51.7811,1.1531,56.2604,3.2266,-2.6492
6,39,1.1120,1.5382,0.5466,15.4947,1.1330,9.2540,0.0000,-2.2558
6,40,1.7017,0.4127,0.6636,25.0797,3.1055,50.0000,1.2684,-2.9861
6,41,0.0795,1.9014,1.3735,95.4614,6.2488,50.0000,0.0775,-1.5362
6,42,1.9469,1.2004,1.4342,-8.5725,-1.8112,-4.2040,0.0000,-5.5047
6,43,0.3363,1.1361,1.2726,-2.7471,-0.8487,-2.1669,0.0000,-1.7486
6,44,1.7645,1.2889,0.2169,69.6114,2.9981,50.0000,0.5798,-3.4179
6,45,0.4753,1.4101,0.9197,69.3843,3.7479,50.0000,3.1543,-3.8380
6,46,0.5092,1.3180,1.2804,76.1390,2.6840,56.7338,0.0000,-1.9213
6,47,1.7585,1.1801,0.1413,158.5300,3.3903,130.2366,7.9494,-2.0156
7,0,1.7585,1.1801,0.1413,64.8468,3.3222,50.0000,0.0000,-1.4551
7,1,0.3655,1.5579,1.0896,-25.7623,-3.2332,-15.7782,0.0000,-4.9789
7,2,0.0795,1.9014,1.3735,-30.4560,-4.7790,-15.8177,0.0000,-3.0625
7,3,0.3480,1.8275,1.1754,-19.9805,-4.7539,-10.0282,0.0000,-2.2114
7,4,0.5511,1.6995,0.3303,87.0625,3.7902,50.0000,0.0000,-2.5899
7,5,0.1038,1.7499,0.0000,-16.0413,-1.2801,-9.0912,3.7620,-4.3931
7,6,0.7855,1.5146,0.6446,77.6312,4.4041,50.0000,2.4211,-4.0138
7,7,0.4070,1.5210,1.1402,-26.4778,-6.0858,-15.7800,0.0000,-4.7044
7,8,1.5763,1.3715,1.0109,72.2021,5.0317,50.0000,4.2559,-3.1269
7,9,0.5092,1.3180,1.2804,-4.5283,1.1972,6.4830,10.6857,-3.6897
7,10,1.7473,0.9523,0.0000,-25.7895,-6.4506,-15.2450,3.7454,-2.7569
7,11,1.7645,1.2889,0.2169,44.4670,1.1081,32.9819,0.0000,-3.9255
7,12,0.4753,1.4101,0.9197,79.1352,3.2540,60.8353,8.9095,-1.9759
7,13,0.0030,1.1446,1.0212,57.2440,5.3061,50.0000,0.0000,-3.6925
7,14,1.9236,0.8940,0.0000,59.3905,7.6374,50.0000,0.0000,-3.0051
7,15,0.0000,1.8592,1.1417,-31.7353,-4.9643,-15.1213,3.1725,-2.8217
7,16,0.0000,0.8008,1.1651,-11.7136,-5.5472,-14.6269,0.0000,-3.3235
7,17,2.0000,1.4230,0.2103,-41.9064,-9.5064,-15.3398,5.0638,-2.9669
7,18,0.2301,2.0000,0.2110,-0.9864,-0.0226,-0.4906,0.0000,-3.9914
7,19,1.7099,0.7457,0.4698,-18.8718,-5.1801,-13.4283,0.0000,-2.3123
7,20,1.3318,0.9139,0.1516,53.5355,5.9945,50.0000,0.9307,-2.9443
7,21,1.9215,1.0503,1.0679,5.7846,0.5423,4.5151,0.0000,-1.6702
7,22,0.1297,0.5553,0.9396,-9.1186,-3.8023,-15.5338,0.0000,-3.6374
7,23,0.5194,1.4588,0.4318,-20.7381,-1.2283,-13.7783,0.0000,-2.0342
7,24,0.3679,1.3976,1.0684,-18.7890,-1.3679,-13.0841,0.0000,-5.1362
7,25,0.2063,1.2089,1.0849,-14.3138,-3.0654,-11.3170,0.0000,-3.1827
7,26,1.6265,1.2729,1.3394,-24.5583,-2.6760,-15.8736,0.0000,-1.9988
7,27,0.0000,2.0000,1.8458,1259.5682,4.6195,629.7841,0.0000,-2.2116
7,28,1.5178,1.3530,1.0224,-18.8999,-0.8699,-12.9926,0.0000,-3.5895
7,29,1.5445,1.2839,0.0000,-12.0368,-2.8784,-5.9126,16.1016,-2.4470
7,30,0.5339,1.4105,0.2357,41.8493,1.4429,29.1235,0.0000,-3.0798
7,31,0.5305,1.7845,1.2234,-25.4761,-3.3678,-13.2754,0.0000,-6.0469
7,32,0.0000,1.7808,1.3609,86.7097,3.7017,50.0000,1.7129,-2.3111
7,33,2.0000,0.8084,0.2220,-7.6985,-1.4427,-5.9541,0.0000,-3.6006
7,34,1.7650,0.8137,0.0000,4.5891,0.9401,3.6006,0.0000,-3.7360
7,35,1.5692,1.3219,0.8313,125.5990,1.6042,95.6032,3.9619,-1.2464
7,36,1.1934,1.5586,0.7818,26.7053,1.1129,16.2816,0.0000,-4.2331
7,37,0.0852,1.6899,1.2496,84.8811,4.5046,50.0000,0.0000,-1.4293
7,38,1.5455,0.9156,0.1969,7.1867,0.8221,7.8293,6.3591,-2.7793
7,39,0.1665,1.4323,1.6188,-22.5340,-0.3969,-15.4837,0.1794,-2.7291
7,40,0.0000,1.3864,1.3532,-19.7741,-1.5587,-14.2625,0.0000,-2.2760
7,41,0.6534,2.0000,1.1107,102.6197,4.0092,50.0000,0.0000,-2.5334
7,42,1.4706,0.8645,0.0036,-23.3370,-6.9886,-15.1067,0.0000,-3.2992
7,43,1.5146,1.7620,1.0052,-37.2063,-4.9287,-12.1567,8.2778,-3.0063
7,44,0.0000,2.0000,1.2447,100.0000,5.6840,50.0000,0.0000,-3.1749
7,45,1.5764,1.5675,0.7747,84.1657,3.6746,50.0000,0.0000,-3.6798
7,46,2.0000,1.5128,0.8074,-37.7896,-6.1107,-15.5393,2.5523,-3.9741
7,47,1.7845,1.0757,0.0000,-18.0790,-3.2019,-11.4951,6.0991,-1.2494
8,0,0.0000,2.0000,1.8458,-36.6778,-2.9352,-7.4664,11.7805,-3.3446
8,1,1.5692,1.3219,0.8313,73.8590,4.9486,50.0000,0.0000,-3.6359
8,2,0.6534,2.0000,1.1107,-34.4278,-3.6663,-13.4907,4.5475,-3.7032
8,3,0.0000,2.0000,1.2447,100.0000,1.4312,50.0000,0.0000,-3.1369
8,4,0.5511,1.6995,0.3303,88.1929,5.8414,50.0000,0.0000,-2.2656
8,5,0.0000,1.7808,1.3609,48.4036,1.1249,30.1789,3.9233,-4.1310
8,6,0.0852,1.6899,1.2496,-31.2683,-3.9117,-8.1450,13.7401,-3.9745
8,7,1.5764,1.5675,0.7747,-30.4558,-4.3225,-15.0829,0.0000,-3.2195
8,8,0.4753,1.4101,0.9197,-28.8341,-5.5842,-11.0466,11.5291,-1.6071
8,9,0.7855,1.5146,0.6446,76.6104,1.9122,50.0000,0.9680,-2.5468
8,10,1.5763,1.3715,1.0109,-25.8047,-3.2816,-15.0437,0.0000,-3.1091
8,11,1.7585,1.1801,0.1413,-6.7665,-0.8399,-4.4823,0.0000,-5.1385
8,12,1.9236,0.8940,0.0000,52.2455,3.9229,50.0000,0.9832,-4.1286
8,13,0.0030,1.1446,1.0212,54.9808,1.1934,50.0000,2.2040,-2.9807
8,14,1.3318,0.9139,0.1516,-5.9151,-0.8425,-5.2449,0.0000,-2.3692
8,15,1.6434,1.0148,0.0000,-27.0092,-6.9477,-15.3635,3.6137,-2.6532
8,16,0.9432,1.6333,0.6027,-14.5581,-1.2455,-4.2013,10.8194,-5.2454
8,17,0.1330,1.7670,1.6304,89.1439,5.9774,50.0000,0.0000,-2.5332
8,18,0.7252,1.5409,1.1667,76.5642,2.8248,50.0000,2.1689,-4.5908
8,19,0.5559,1.6519,0.6616,-29.1397,-5.2559,-15.8715,0.0000,-2.1866
8,20,1.1613,0.8169,0.1864,-19.0879,-5.5984,-15.4074,0.0000,-5.6092
8,21,1.4942,1.5594,0.8476,84.8086,4.5760,50.0000,0.0000,-2.7007
8,22,2.0000,0.6603,0.2757,-18.8330,-4.1487,-14.2639,4.0529,-2.2547
8,23,1.2779,1.8870,0.6659,590.2273,0.2245,312.8108,0.4813,-3.8803
8,24,1.3888,1.0097,0.4539,-21.7132,-4.5067,-15.3057,0.0000,-2.4208
8,25,1.4866,1.5077,1.2667,-33.9774,-4.4936,-13.7536,5.1799,-4.8088
8,26,0.2906,1.3474,0.3775,-20.6709,-8.2870,-13.5536,0.0000,-3.4185
8,27,1.7189,1.1949,0.4573,64.6204,2.8351,50.0000,0.0000,-3.6866
8,28,1.3798,0.8220,0.4383,7.7733,0.7810,10.7222,4.8323,-2.7028
8,29,1.6702,1.6040,0.4079,86.3189,3.6620,50.0000,0.0000,-2.7543
8,30,0.4950,1.0936,1.0576,58.2303,7.1722,50.0000,0.0000,-2.7526
8,31,0.0000,1.9099,1.5368,-19.7216,-0.9753,-6.3209,4.9775,-4.2528
8,32,0.0000,1.5667,1.6601,-8.7144,-1.4962,-5.5622,0.0000,-2.2505
8,33,0.1725,1.8384,0.4807,-7.2139,-0.2429,-3.1117,3.0193,-3.6696
8,34,1.6884,1.8027,0.7168,-29.0982,-3.3098,-9.3617,9.2545,-2.4367
8,35,2.0000,1.1449,0.4948,1.1057,0.1881,2.3517,3.9671,-1.6218
8,36,1.6424,1.4384,0.7539,74.0137,1.6845,50.0000,0.8925,-2.3475
8,37,0.1800,1.2037,1.2463,-22.9552,-4.6725,-14.9815,3.2743,-2.2518
8,38,1.7162,1.2570,0.8563,65.7810,1.7084,50.0000,0.0000,-4.2748
8,39,1.5691,1.7989,0.8870,-17.7833,-0.8769,-7.3411,3.6095,-1.9331
8,40,0.4347,1.7242,1.8165,-26.1036,-1.7393,-10.6150,3.8783,-2.9933
8,41,0.4030,1.5083,2.0000,74.7105,1.3115,50.0000,0.6160,-3.7485
8,42,0.4123,0.6737,0.9305,-20.1529,-6.9636,-13.3841,8.8824,-2.4487
8,43,1.7764,1.2985,0.0379,66.8248,1.0691,50.0000,0.0000,-3.2719
8,44,1.6262,0.8954,0.0000,53.7306,5.5113,50.0000,0.1987,-1.5954
8,45,0.1070,1.4781,0.9233,98.2982,3.0071,66.2876,0.0000,-2.1656
8,46,0.2245,1.6590,1.4091,-18.0350,-3.1494,-10.4447,0.0000,-2.3961
8,47,1.3919,1.2340,0.2966,65.4476,2.8264,50.0000,0.6264,-3.4939
9,0,1.2779,1.8870,0.6659,-38.0449,-5.6192,-15.5748,2.2154,-2.9976
9,1,0.0000,2.0000,1.2447,100.0000,1.6511,50.0000,0.0000,-2.7877
9,2,0.1070,1.4781,0.9233,-23.1321,-4.3326,-15.3368,0.0000,-4.0752
9,3,0.1330,1.7670,1.6304,-27.3264,-3.4305,-15.2068,0.0000,-5.4350
9,4,0.5511,1.6995,0.3303,85.1354,1.6175,50.0000,2.2098,-5.0698
9,5,1.6702,1.6040,0.4079,-7.8535,-1.2785,-3.5648,0.0000,-3.0061
9,6,1.4942,1.5594,0.8476,-31.2012,-4.1808,-12.2762,6.8552,-3.7303
9,7,0.7855,1.5146,0.6446,12.1705,0.7029,7.6707,0.0000,-2.7861
9,8,0.7252,1.5409,1.1667,-28.5191,-3.5520,-13.5799,4.3007,-3.6631
9,9,0.4030,1.5083,2.0000,76.4262,2.5115,50.0000,0.0000,-2.9185
9,10,1.6424,1.4384,0.7539,74.7795,1.7411,50.0000,0.0000,-2.0094
9,11,1.5692,1.3219,0.8313,68.6764,2.9421,50.0000,2.4468,-3.0723
9,12,1.7764,1.2985,0.0379,-8.2971,-1.2941,-4.6193,0.0000,-3.1523
9,13,1.7162,1.2570,0.8563,65.0662,3.3164,50.0000,4.0576,-1.7188
9,14,1.3919,1.2340,0.2966,66.4431,3.7388,50.0000,1.5517,-3.2937
9,15,1.9154,1.0840,0.0000,-32.2431,-9.4083,-13.1198,12.8176,-2.0109
9,16,0.5845,1.0648,0.8210,-6.3697,-1.2047,-5.3209,0.0000,-2.2536
9,17,1.4023,1.5864,1.0003,82.2278,3.6437,50.0000,2.1997,-2.1324
9,18,1.0683,1.8716,0.8042,-30.7027,-3.1258,-12.5310,4.8619,-2.6010
9,19,1.3425,1.5120,0.2849,80.4576,3.6170,50.0000,0.0000,-1.2764
9,20,0.4831,1.5388,1.9517,80.5167,7.4007,50.0000,0.0000,-2.3835
9,21,0.4534,2.0000,0.0000,-17.2567,-2.6112,-8.0364,9.3666,-2.2335
9,22,1.5918,1.0761,0.5767,45.4866,2.1910,42.6146,6.6904,-2.5933
9,23,0.2579,1.5884,0.6553,79.3763,3.5916,50.0000,1.4791,-2.4551
9,24,2.0000,1.3660,0.3256,74.2416,3.6049,50.0000,3.8968,-1.9388
9,25,1.6977,1.5346,0.6835,38.3332,1.7485,23.0456,0.0000,-3.4566
9,26,0.7243,1.2861,0.5435,76.6366,1.7861,58.5833,0.0000,-4.2540
9,27,1.7817,1.1395,0.0000,68.3088,6.3607,50.0000,0.0000,-2.5938
9,28,1.7001,1.5234,0.2728,-28.0259,-3.6725,-13.4801,4.5681,-5.5886
9,29,1.7991,1.5279,1.1797,284.0985,4.5831,180.5469,0.0000,-1.8330
9,30,1.7069,1.0705,0.6265,117.8993,1.4151,107.8737,0.0000,-4.8803
9,31,1.6284,1.2116,1.0971,-11.9053,-2.5210,-6.4377,0.0000,-3.1208
9,32,0.7615,1.5486,1.9316,78.9431,2.0791,50.0000,0.0372,-3.0226
9,33,0.4453,1.9224,1.6437,99.7342,8.1158,50.0000,0.0000,-2.8169
9,34,0.1047,1.5869,0.8468,-25.2781,-3.3572,-13.4778,4.1785,-3.2814
9,35,0.6647,1.4040,0.6311,73.6992,5.2638,50.0000,0.0000,-2.1512
9,36,1.2085,1.4878,0.5484,-28.3812,-3.6616,-15.5277,1.5564,-2.6034
9,37,1.0408,2.0000,0.8601,-35.9489,-3.5779,-15.1486,2.2416,-3.0062
9,38,1.7174,1.5039,1.1072,12.5214,2.3235,14.4199,11.8817,-3.9802
9,39,1.3164,1.7407,0.6548,-32.6537,-5.3292,-14.7285,0.0000,-2.9893
9,40,1.7310,1.2664,0.2165,67.0271,2.7893,50.0000,5.1751,-2.0375
9,41,0.9174,1.8060,1.0024,-32.0111,-2.9535,-15.4769,1.3476,-4.4118
9,42,0.0000,1.7469,0.7402,-24.2384,-3.7469,-13.8751,0.0000,-4.0231
9,43,0.0925,1.8415,0.9110,19.5617,0.3690,10.6041,0.0000,-1.9421
9,44,1.3795,0.7503,0.9281,-0.2727,-0.0488,-0.2738,0.0000,-2.9856
9,45,1.9575,1.3647,1.0876,9.5006,2.0576,12.9679,11.2397,-3.3780
9,46,0.7197,1.5498,1.9416,77.9970,0.7032,50.0000,0.0000,-3.5766
9,47,1.9783,1.5679,0.0367,-14.6994,-2.6538,-6.0268,0.0000,-2.8609
10,0,1.7991,1.5279,1.1797,-31.3061,-5.6227,-13.8691,0.0000,-3.5258
10,1,1.7069,1.0705,0.6265,46.1642,1.9349,40.0370,0.0000,-2.8662
10,2,0.0000,2.0000,1.2447,-28.4431,-0.2067,-14.0879,0.2147,-3.5306
10,3,0.4453,1.9224,1.6437,13.1274,0.5253,9.6868,3.4852,-4.9944
10,4,0.5511,1.6995,0.3303,87.2188,4.0738,50.0000,0.0000,-3.6629
10,5,1.4023,1.5864,1.0003,-14.2283,-1.2274,-7.8841,0.0000,-1.3747
10,6,0.4831,1.5388,1.9517,-42.8560,-5.6992,-10.9926,11.8802,-2.3330
10,7,1.3425,1.5120,0.2849,-12.9015,-2.1939,-6.5847,0.0000,-4.6779
10,8,0.2579,1.5884,0.6553,-17.0282,-0.9925,-9.4284,2.7414,-1.5451
10,9,0.7615,1.5486,1.9316,-12.9010,-0.8516,-7.9118,0.0000,-2.5540
10,10,0.7197,1.5498,1.9416,269.8143,0.0749,174.2710,0.1690,-2.3780
10,11,0.7243,1.2861,0.5435,-17.9881,-3.1349,-12.2212,0.0000,-4.3019
10,12,0.4030,1.5083,2.0000,-19.6563,-4.6568,-11.7881,0.0000,-2.0493
10,13,1.6424,1.4384,0.7539,-5.9705,-0.1797,-1.8578,3.9833,-2.1363
10,14,2.0000,1.3660,0.3256,-32.8874,-5.5453,-15.0979,3.6027,-3.0436
10,15,0.3175,1.0650,2.0000,-16.2013,-6.4825,-13.2801,0.0000,-3.1896
10,16,0.0000,2.0000,1.3903,-34.0836,-4.3716,-15.1744,2.6863,-3.7156
10,17,0.0000,2.0000,0.5150,-32.4902,-6.7262,-15.2102,4.0190,-3.1587
10,18,0.4484,1.6804,1.0803,24.5046,1.6563,18.8113,7.2660,-5.3049
10,19,1.2404,1.3194,0.6090,-26.7598,-4.3297,-15.7851,0.9232,-3.9736
10,20,1.4903,0.6585,0.2143,39.3063,4.2806,50.0000,0.0000,-2.7010
10,21,1.0338,0.7072,0.5633,460.5980,2.2408,647.9773,0.0000,-2.2438
10,22,0.7632,1.5771,1.3782,-5.0912,-0.5168,-2.9781,0.0000,-1.7974
10,23,1.5567,1.4569,0.0000,-9.2042,-1.6987,-4.5026,13.5417,-3.8966
10,24,0.0000,1.2230,1.7726,-12.8736,2.1251,9.7777,14.0087,-0.5167
10,25,0.6637,1.3095,0.6088,-23.3313,-3.9547,-13.5964,4.7666,-4.7695
10,26,0.1929,1.3413,0.6318,68.0218,4.9612,50.0000,0.0000,-2.6883
10,27,0.5588,1.5682,0.0593,-5.2408,-0.3784,-3.2071,0.0000,-4.4825
10,28,0.3500,2.0000,2.0000,-48.6956,-7.2295,-13.0368,10.0457,-2.5881
10,29,1.9704,1.9047,0.6276,111.9131,8.4636,50.0000,0.0000,-1.9653
10,30,0.3810,1.7535,1.9482,89.7356,5.4037,50.0000,0.0000,-2.6363
10,31,1.6027,1.2029,1.3217,59.8504,3.0103,50.0000,3.8741,-2.4210
10,32,1.4900,1.5291,0.9215,-35.9380,-7.8290,-15.8745,0.0000,-3.6147
10,33,0.2945,1.3273,2.0000,-1.3475,-0.1794,-0.9754,0.0000,-4.8569
10,34,1.4647,1.8378,0.6989,-21.0376,-2.5801,-9.3909,0.0000,-3.1669
10,35,2.0000,1.1883,0.1995,60.3969,0.5305,50.0000,0.3970,-2.2766
10,36,0.0000,2.0000,1.2272,100.0000,3.5446,50.0000,0.0000,-3.5360
10,37,0.6452,1.2397,0.8060,-22.0045,-4.4313,-15.4435,0.0000,-3.7051
10,38,1.2822,1.7214,0.8805,-7.3837,-0.7686,-3.7169,0.0000,-3.6031
10,39,0.2629,2.0000,0.6446,-33.8592,-5.2485,-15.5878,2.0226,-4.3365
10,40,1.1098,1.8877,0.1657,100.8792,6.6133,50.0000,5.0989,-3.1451
10,41,0.6030,2.0000,0.5206,-29.6547,-2.5573,-14.0564,0.0000,-2.8803
10,42,0.6711,1.8531,2.0000,-2.8761,-0.4087,-1.4040,0.0000,-4.1287
10,43,0.3051,1.3410,1.7932,68.5822,5.0276,50.0000,0.0000,-1.7906
10,44,1.6163,1.2092,0.1291,-18.6436,-2.2206,-12.0433,3.8139,-4.3240
10,45,1.7317,1.0300,0.5410,-9.0205,-0.7142,-3.5127,7.7006,-3.0167
10,46,0.9687,1.7775,1.7467,-21.7700,-2.7358,-10.7568,0.0000,-2.9208
10,47,1.6948,1.2167,0.1112,-28.2263,-5.3230,-15.6010,2.0020,-1.8115
11,0,1.0338,0.7072,0.5633,-15.3175,-5.5123,-13.6008,0.0000,-2.5860
11,1,0.7197,1.5498,1.9416,74.9071,4.2580,50.0000,2.9091,-3.7201
11,2,1.9704,1.9047,0.6276,101.6088,3.7418,50.0000,1.5940,-2.7771
11,3,1.1098,1.8877,0.1657,-25.0497,-3.3307,-10.6655,7.3603,-2.6544
11,4,0.0000,2.0000,1.2272,-3.0017,-0.4729,-1.5009,0.0000,-2.5834
11,5,0.3810,1.7535,1.9482,78.6929,5.7862,50.0000,5.7429,-4.7861
11,6,0.5511,1.6995,0.3303,85.2891,1.6123,50.0000,1.7358,-1.2090
11,7,0.3051,1.3410,1.7932,-16.2699,-0.7906,-5.6190,4.7366,-2.6509
11,8,0.1929,1.3413,0.6318,-23.3734,-5.2103,-15.2105,3.1126,-3.2473
11,9,2.0000,1.1883,0.1995,-27.6393,-5.1164,-13.6198,6.1269,-3.5688
11,10,1.6027,1.2029,1.3217,-20.6238,-0.9532,-15.2904,0.5319,-2.1612
11,11,1.7069,1.0705,0.6265,-21.8633,-2.6588,-15.4373,1.2745,-3.9679
11,12,1.4903,0.6585,0.2143,-9.2339,-1.5876,-10.4291,0.0000,-2.4904
11,13,0.4484,1.6804,1.0803,-0.4581,0.1483,2.0093,3.6110,-2.5989
11,14,0.4453,1.9224,1.6437,54.0709,3.1409,27.3992,0.0000,-3.2794
11,15,1.7426,1.4175,1.5220,-16.1721,-1.7989,-9.1972,0.0000,-2.1740
11,16,0.2398,1.2746,1.2355,64.5175,3.2897,50.0000,0.0000,-1.7986
11,17,0.4665,1.6230,1.2212,-10.6471,-0.6097,-6.3848,0.0000,-1.8226
11,18,1.2886,1.2572,1.0121,35.7603,1.7858,26.6132,0.0000,-3.9065
11,19,0.1049,1.7907,0.6051,-29.1568,-3.6454,-15.6807,1.1498,-3.0630
11,20,0.6709,1.0649,0.6230,55.6077,3.5212,50.0000,0.0000,-3.0876
11,21,0.3087,1.6566,0.2785,84.9424,6.8475,50.0000,0.0000,-3.0340
11,22,0.6436,1.8142,1.5557,-40.6952,-5.9230,-12.6815,8.9196,-1.9769
11,23,0.8596,0.5918,0.8153,16.8433,2.7625,24.4495,0.0000,-3.2118
11,24,1.5405,0.9751,1.3868,2.9205,0.5435,2.1364,0.0000,-3.5175
11,25,1.0227,1.0184,0.6214,19.1000,2.0922,16.6539,0.0000,-3.3572
11,26,1.5189,1.0346,0.3653,11.6836,1.9395,8.4453,0.0000,-2.7591
11,27,1.6368,1.2156,0.2236,-18.2531,-3.3814,-8.3692,11.3780,-2.1730
11,28,1.0434,0.6336,0.1702,-9.1785,-1.2696,-11.7782,2.2945,-3.5076
11,29,1.3937,0.9685,0.6006,-17.1895,-2.0248,-14.8340,0.0000,-3.4891
11,30,1.9739,1.8209,0.8964,98.5855,4.9580,50.0000,2.5075,-5.3110
11,31,0.9230,1.6950,0.2403,-4.3010,-0.4771,-2.2777,0.0000,-4.4261
11,32,0.0000,1.2218,2.0000,60.6494,4.6172,50.0000,0.2208,-2.6031
11,33,1.2977,0.6273,0.5383,-16.7181,-3.7261,-8.5550,12.1037,-3.0625
11,34,1.2238,0.6775,0.8264,2.1713,0.5583,2.1962,0.0000,-3.7332
11,35,1.5047,0.9833,0.7159,-15.6336,-1.7089,-13.2840,0.0000,-2.6755
11,36,2.0000,1.4001,0.4859,-10.8082,-0.8063,-3.1955,9.7173,-2.5675
11,37,0.5942,1.1171,1.6059,-14.6321,1.8103,7.2534,14.8267,-2.9092
11,38,0.4499,2.0000,1.4859,-33.0093,-3.3146,-15.7590,0.0000,-2.9727
11,39,1.8645,1.4504,0.7667,-33.7405,-5.0024,-14.0617,5.2414,-2.7715
11,40,0.4588,1.9133,1.3869,-31.4265,-3.1374,-10.4511,7.2042,-2.0140
11,41,1.1413,0.9428,0.5249,-18.8684,-3.1591,-15.7555,0.7781,-2.8627
11,42,0.0045,1.5120,0.0000,75.6178,4.0892,50.0000,0.0000,-2.3600
11,43,1.6314,0.8736,0.8916,-27.1358,-4.7424,-9.8720,12.0847,-2.8524
11,44,0.5023,2.0000,1.8660,-30.7642,-7.0833,-13.6031,0.0000,-5.3544
11,45,0.9124,1.1379,1.1097,66.2702,10.2751,50.0000,0.0000,-3.0834
11,46,0.2548,1.7229,1.1822,-29.3308,-4.8192,-15.8332,0.6968,-4.3257
11,47,0.0000,1.9356,1.3206,-23.9478,-2.1518,-12.3722,0.0000,-2.3466
12,0,1.9704,1.9047,0.6276,42.4081,2.5298,19.6477,0.0000,-2.6275
12,1,1.9739,1.8209,0.8964,-29.9923,-3.2015,-13.0005,0.0000,-2.3547
12,2,0.5511,1.6995,0.3303,17.8689,1.4660,10.0390,0.0000,-1.8166
12,3,0.3087,1.6566,0.2785,-21.9344,-2.7860,-11.8935,4.9258,-2.6863
12,4,0.3810,1.7535,1.9482,34.1957,2.4822,18.9617,0.0000,-4.4605
12,5,0.0045,1.5120,0.0000,-23.5731,-2.7239,-15.5826,1.0593,-4.4241
12,6,0.7197,1.5498,1.9416,-16.9365,-0.4250,-2.5994,6.4905,-3.0524
12,7,0.9124,1.1379,1.1097,-24.0275,-6.5420,-15.8700,0.0000,-2.8243
12,8,0.2398,1.2746,1.2355,65.6213,7.8936,50.0000,0.0000,-3.0869
12,9,0.0000,1.2218,2.0000,-23.1793,-2.4703,-12.0914,4.2029,-2.4294
12,10,0.6709,1.0649,0.6230,-18.1729,-6.6872,-12.8522,0.0000,-2.7148
12,11,0.4453,1.9224,1.6437,336.0364,5.1021,183.4107,11.4532,-2.8214
12,12,1.2886,1.2572,1.0121,66.8022,3.0577,50.0000,0.0000,-4.3105
12,13,1.0227,1.0184,0.6214,56.1335,6.4375,50.0000,2.2042,-2.4901
12,14,0.8596,0.5918,0.8153,-11.4413,-2.4895,-15.7175,0.0000,-3.1941
12,15,0.3677,1.3449,0.0000,68.1041,2.3322,50.0000,0.0000,-1.5297
12,16,1.3010,0.9620,0.7380,-20.5433,-4.1127,-15.7927,0.0000,-2.3343
12,17,0.8192,1.6218,1.7103,80.5576,0.9566,50.0000,0.7701,-5.9352
12,18,0.5830,1.1355,1.6413,-30.6374,-4.0040,-9.6939,10.5377,-4.7741
